Match Point|Name|Geography|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|NAARCO|NAARCO URL|Medium|Birth Year|Death Year|Cross-Index|Wikidata ID|ULAN ID|VIAF URI|NACO|Alternate name(s)|Last name|First name
NA-0348|Black Hawk|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Black+Hawk%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Black+Hawk%2C+%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Black_Hawk_(artist)|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=eda04921-bf4f-40b3-9c57-2fb09f6fa3aa|draftsperson; ledger artist|1832 (circa)|1890 (circa)||Q43775|500126461|http://viaf.org/viaf/8285095|n00088802|Čhetáŋ Sápa'; Black Hawk (Lakota)|Black Hawk|
NA-0169|Black, Mary Holiday|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Black%2C%20Mary%20Holiday%22%20or%20%22Mary%20Holiday%20Black%22%20or%20%22Mary%20H.%20Black%22)%20or%20(%22Mary%20H.%20Black%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Mary_Holiday_Black|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b63aaf5e-8ad9-435b-aff6-9a3e24a548a2|basket maker; ceramicist / potter|1936|||Q66918506||||Mary Black (Navajo); Mary Black; Mary H. Black|Black|Mary Holiday
NA-0441|Black, Sally|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Black%2C+Sally%22+or+%22Sally+Black%22+or+%22Sally+J.+Black%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Black%2C+Sally%22+or+%22Sally+Black%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=0a39f7d2-6428-40a2-a564-627cc1d9619b|basket maker; ceramicist / potter|1959|||Q115255827||||Sally J. Black|Black|Sally
NA-0064|Blackbird, Lena|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Blackbird,%20Lena%22%20or%20%22Lena%20Blackbird%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Lena_Blackbird|||||basket maker||||Q19867335|||||Blackbird|Lena
NA-0176|Blackowl, Archie|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Blackowl%2C+Archie%22+or+%22Archie+Blackowl%22+or+%22Archie+Black+Owl%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Blackowl%2C+Archie%22+or+%22Archie+Blackowl%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Archie_Blackowl|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=deef077f-1294-4ad2-82dc-eda345ce001b|muralist; painter; printmaker|1911|1992||Q4786620|500126463|http://viaf.org/viaf/96614236|no2022116717|A. Blackowl; Archie Black Owl; Chief Archie Blackowl Sr.; Flying Hawk; Mis Ta Moo To Va|Blackowl|Archie
NA-1916|Blacksheep, Beverly|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Blacksheep,%20Beverly%22%20or%20%22Beverly%20Blacksheep%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ae6500f2-89ce-4757-94fb-35d32f8db04e|draftsperson; illustrator; painter|1963|||Q120966425||http://viaf.org/viaf/43680881|n2003099929|Beverly Blacksheep Geneeha; Beverly; Blacksheep Geneha; Geneha|Blacksheep|Beverly
NA-0609|Blake, George|Pacific|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Blake%2C%20George%22%20or%20%22George%20Blake%22)%20and%20(%22indigenous%22%20or%20%22native%20american%22%20or%20%22folk%20art%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=7cfdba99-b63e-4ee2-9030-6e4f3e076f56|canoe maker; carver; carver (wood); featherwork artist; ceramicist / potter|1944|||Q121130239|500126465|http://viaf.org/viaf/96614258|||Blake|George
NA-0891|Blondeau, Lori|Midwest & Central Canada; Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Blondeau,%20Lori%22%20or%20%22Lori%20Blondeau%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Lori_Blondeau|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=42242df9-a579-47b9-a2a3-850a9f58ad9c|installation artist; performance artist; photographer|1964|||Q19609740||http://viaf.org/viaf/106613026|no2009136706|Belle Sauvage|Blondeau|Lori
NA-0066|Blue Corn|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Blue%20Corn%22%20or%20%22crucita%20calabaza%22%20or%20%22blue%20corn%20calabaza%22)%20or%20(%22Crucita%20Gonzalez%20Calabaza%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Crucita_Calabaza|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=79c3c57a-409c-49a3-919e-c0f8c0663f33|ceramicist / potter|1921|1999||Q4928994|500126467|http://viaf.org/viaf/96614270|no2010075943|Blue Corn Calabaza; Crucita Calabaza; Crucita Gonzalez Calabaza|Blue Corn|
NA-0340|Blue Eagle, Acee|Eastern Oklahoma; Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Blue+Eagle%2C+Acee%22+or+%22Acee+Blue+Eagle%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Blue+Eagle%2C+Acee%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Acee_Blue_Eagle|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9cc9e741-bb1e-49af-9b8a-f2696377a63b|muralist; painter|1907|1959||Q4673053|500126469|http://viaf.org/viaf/78660650|nr94021084|Ah Say; Alex C. McIntosh; Blue Eagle (Acee Blue Eagle); Che Bon Ah Bu La; Chebon Ahbulah; Laughing Boy; Lumhee Holatee; Lumhee Holot-Tee|Blue Eagle|Acee
NA-1119|Blue Legs, Alice|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22Blue%20Legs%2C%20Alice%22%20or%20%22Alice%20New%20Holy%20Blue%20Legs%22)%20or%20(%22alice%20blue%20legs%22%20or%20%22blue%20legs%2C%20alice%22))%20or%20(%22Alice%20New%20Holy%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Alice_Blue_Legs|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=cbb94fb2-0bef-4704-9952-2b470eaa058e|quillwork artist|1925|2003||Q56167036||http://viaf.org/viaf/21686387|no00039972|Alice New Holy Blue Legs; Alice New Holy|Blue Legs|Alice
NA-0892|Bob, Dempsey|Alaska & Northern Canada; Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bob,%20Dempsey%22%20or%20%22Dempsey%20Bob%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Dempsey_Bob|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d7372cd5-f6fe-429d-b16d-f4bc8e2c465d|carver; carver (wood); mask maker; mixed-media artist; sculptor; totem pole artist|1948|||Q5256391|500126471|http://viaf.org/viaf/105129456|no2022039900||Bob|Dempsey
NA-0895|Boisjoly, Raymond|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Boisjoly,%20Raymond%22%20or%20%22Raymond%20Boisjoly%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Raymond_Boisjoly|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=7326f9c5-2180-4bf4-a7fc-fd937be62135|installation artist; mixed-media artist; performance artist; photographer; time-based media artist|1981|||Q87630831||http://viaf.org/viaf/171391404|||Boisjoly|Raymond
NA-1956|Boivin, Wendy|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Boivin%2C%20Wendy%22%20or%20%22Wendy%20Ann%20Boivin%22%20or%20%22wendy%20boivin%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=a59315ff-370e-441a-9729-aafc703b7516|beadwork artist; jewelry artist|1958|||Q121344688||||Wendy Ann Boivin; Wendy A. Boivin|Ann Boivin|Wendy
NA-0208|Bommelyn, Loren|Pacific|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bommelyn,%20Loren%22%20or%20%22Loren%20Bommelyn%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Loren_Bommelyn|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4af83bce-43bf-44b9-a713-a308568c8f59|basket maker|1956|||Q4895303||http://viaf.org/viaf/315533740|no00020199|Loren Me’-lash-ne Bommelyn; May-losh-nay; Me-Los-Ne; Lorn Bommelyn|Bommelyn|Loren
NA-0614|Boney, Jr., Roy|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Boney%2C+Jr.%2C+Roy%22+or+%22Roy+Boney%2C+Jr.%22+or+%22Roy+Boney%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Boney%2C+Jr.%2C+Roy%22+or+%22Roy+Boney%2C+Jr.%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Roy_Boney_Jr.|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=f15dd1ab-6bac-49ff-9acf-8add421b64a7|cartoonist / comic book artist; draftsperson; illustrator; painter; time-based media artist|1978|||Q7372586||http://viaf.org/viaf/25160668407103560003|no2009168030|ᎧᏂᎦ ᎪᎳᎭ (Roy Boney, Jr.); Roy Boney|Boney|Roy
NA-0488|Bonita, Pena|Western|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bonita,%20Pena%22%20or%20%22Pena%20Bonita%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Pena_Bonita|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9736a925-7a87-43b9-ac2e-0c515ef91745|painter; photographer|1948|||Q106835432|500126479|http://viaf.org/viaf/314884930|no2022060760||Bonita|Pena
NA-0615|Bordeaux, Todd|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Bordeaux%2C%20Todd%22%20or%20%22Todd%20Bordeaux%22)%20or%20(%22Todd%20Allen%20Bordeaux%22%20or%20%22todd%20lone%20bordeaux%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=76b407ac-cb2a-454f-9327-61ee82384bf8|beadwork artist; cradleboard maker; draftsperson; jewelry artist; mixed-media artist; sculptor|1964|||Q121344648||||Todd Allen Bordeaux; Todd Bordeau; Todd Lone Bordeaux; Todd Lone Dog Bordeaux|Bordeaux|Todd
NA-0616|Borts Medlock, Autumn|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Borts%20Medlock%2C%20Autumn%22%20or%20%22Autumn%20Borts%20Medlock%22)%20or%20(%22Autumn%20Boris%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=a0b01dc8-c68c-4b8a-8098-8405caa86975|ceramicist / potter|1967|||Q120966418|500126482|http://viaf.org/viaf/96614408||Autumn Boris; Autumn Borts; Autumn Bortz; Autumn Medlock-Borts|Borts Medlock|Autumn
NA-0896|Bose, Chris|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bose,%20Chris%22%20or%20%22Chris%20Bose%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d79dcb1b-8b19-4dc0-b875-020b8fe29814|muralist; painter; time-based media artist|1970|||Q72881925||http://viaf.org/viaf/101530696|no2009166478||Bose|Chris
NA-0001|Bosin, Blackbear|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bosin,%20Blackbear%22%20or%20%22Blackbear%20Bosin%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Blackbear_Bosin|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b1407f53-605d-4a44-a7dd-fcded680b92d|muralist; painter; sculptor|1921|1980||Q4518820|500126483|http://viaf.org/viaf/63695106|no2003041637|F. Blackbear Bosin; Francis Blackbear Bosin; Tsate Kongia|Bosin|Blackbear
NA-0103|Boxley, David|Northwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Boxley%2C%20David%22%20or%20%22David%20Boxley%22)%20or%20(%22David%20A.%20Boxley%22%20or%20%22David%20Albert%20Boxley%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/David_A._Boxley|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=7ccde7f8-a46c-4a7e-8e83-4fb3140a1922|carver; carver (wood); mask maker; totem pole artist|1952|||Q5230438|500126486|http://viaf.org/viaf/96614431|no2022126651|David A. Boxley; David Albert Boxley|Boxley|David A.
NA-1876|Boyer, Bob|Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Boyer,%20Bob%22%20or%20%22Bob%20Boyer%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Robert_Boyer_(artist)|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=da4e007a-70e2-4d28-bcf7-8b4663a474b2|installation artist; mixed-media artist; painter; sculptor|1948|2004||Q7342278|500126489|http://viaf.org/viaf/96614454|n88655654|"Robert ""Bob"" Boyer; Robert Boyer"|Boyer|Bob
NA-0191|Bradley, David|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22Bradley%2C%20David%22%20or%20%22David%20Bradley%22)%20and%20not%20(%22Simon%20Bradley%22))%20and%20not%20(%22B%20010480%20%22%20or%20%22177D15%20Ad34%20%22%20or%20%20%22D.A.%20Bradley%22%20%20or%20%22DS328%20.U55%202006%20%22)%20and%20not%20(%22Helen%20Bradley%22%20or%20%22david%20driskell%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/David_Bradley_(Native_American_artist)|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ea5f1736-a3c0-4d46-a08d-6d00a3eb3190|mixed-media artist; painter; printmaker; sculptor|1954|||Q16751178|500126490|http://viaf.org/viaf/96614465|n92065129|Dan O. P. Bradley; David P. Bradley; Restless Native|Bradley|David
NA-1917|Brandow, Heidi K.|Navajo Region; Pacific|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Brandow%2C+Heidi+K.%22+or+%22Heidi+K.+Brandow%22+or+%22Heidi+Brandow%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Brandow%2C+Heidi+K.%22+or+%22Heidi+K.+Brandow%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ee12d725-ec4c-45e2-837f-523a53d0b258|collagist; draftsperson; mixed-media artist; multidisciplinary artist; muralist; painter; photographer; printmaker; time-based media artist|||Index of Asian American and Pacific Islander Artists|Q121130263||||Heidi Brandow|Brandow|Heidi K.
NA-0624|BraveHeart, Keith|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22BraveHeart%2C+Keith%22+or+%22Keith+BraveHeart%22+or+%22Keith+Brave+Heart%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22BraveHeart%2C+Keith%22+or+%22Keith+BraveHeart%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d6ca8f2a-b443-4710-a3db-1d75d924caa6|painter; photographer; printmaker; time-based media artist|1983|||Q121130396||http://viaf.org/viaf/14164476554225912602|no2022013483|Keith Brave Heart|BraveHeart|Keith
NA-1069|Bremner, Alison|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22alison+bremner%22+or+%22bremner%2C+alison%22+or+%22alison+marks%22+or+%22marks%2C+alison%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Alison_Marks|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=bfd18bc0-05ab-4ba5-a4a1-ad3570161932|carver; carver (wood); collagist; drum maker; graphic artist; jewelry artist; mask maker; mixed-media artist; painter; printmaker; regalia maker; sculptor; totem pole artist|1989|||Q43301246|||no2022119069|Alison Marks; Alison O. Marks; Alison (Bremner) Marks; Alison Brember Marks|Bremner|Alison
NA-0104|Bridges, David Moses|Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bridges,%20David%20Moses%22%20or%20%22David%20Moses%20Bridges%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/David_Moses_Bridges|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=45090f81-cf95-45b3-8b9c-c8e36d4a7f0d|basket maker; canoe maker; carver; carver (wood)|1962|2017||Q88964319|500487467|http://viaf.org/viaf/2332159820938514000004|||Bridges|David Moses
NA-0628|Broer, Roger|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Broer%2C%20Roger%22%20or%20%22Roger%20Broer%22%20or%20%22Roger%20L.%20Broer%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=85c4fcfa-54b8-4cb4-9873-01843af201b9|draftsperson; painter; printmaker; sculptor|1945|||Q121344520||||Roger L. Broer|Broer|Roger
NA-1957|Brown, Derek No-Sun|Midwest & Central Canada; Northwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Brown%2C%20Derek%20No-Sun%22%20or%20%22Derek%20No-Sun%20Brown%22)%20or%20(%22Derek%20No%20Sun%20Brown%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=18c239a7-a259-47e2-8513-20867b497605|fashion/clothing designer; painter|1986|||Q121070486||||Derek No Sun Brown|Brown|Derek No-Sun
NA-1433|Brown, Donna|Northeast|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Brown%2C%20Donna%22%20or%20%22Donna%20Brown%22)%20and%20not%20(%22ND253%20.P54%202004%22)&searchscope=1&SORT=R|||||||fashion/clothing designer; jewelry artist||||Q121070493||||Decontie & Brown|Brown|Donna
NA-1958|Brown, Phillema|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Brown,%20Phillema%22%20or%20%22Phillema%20Brown%22&searchscope=1&SORT=A|||||||sculptor||||Q121344488|||||Brown|Phillema
NA-1959|Buckheart, Phil|Southeast; Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Buckheart%2C%20Phil%22%20or%20%22Phillip%20Paul%20Buckheart%22%20or%20%22phil%20buckheart%22)%20or%20(%22Phillip%20buckheart%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=e747bfcb-f1b6-4372-8e41-f490a6ebd8c7|mixed-media artist; sculptor||||Q121344487||||Buck Buckheart; Phillip (Buck) P. Buckheart; Phillip P. Buckheart.|Buckheart|Phillip Paul
NA-0635|Buffalo, Benjamin|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Buffalo%2C+Bennie%22+or+%22Bennie+Buffalo%22+or+%22Bennie+Franklin+Buffalo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Buffalo%2C+Bennie%22+or+%22Bennie+Buffalo%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=097daf4d-68ad-4088-a363-1489dde8a345|draftsperson; painter|1948|1994||Q109419405|500126502|http://viaf.org/viaf/96614580||Bennie Franklin Buffalo; Ben Buffalo; Benjamin Buffalo, Sr.; Bennie Buffalo; Going South; Benny Buffalo|Buffalo|Benjamin
NA-0418|Buffalo, Charley|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22(Ohettoint)%22%20or%20%22Charley%20Ohettoint%22%20or%20%22charley%20buffalo%22)%20or%20(%20%22buffalo%2C%20charley%22%20or%20%22charley%20%20oheltoint%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d4e1e1a7-6518-4d0d-ae69-925b8385c785|draftsperson; ledger artist|1853|1934 (circa)||Q102434489|500127271|http://viaf.org/viaf/96621703||Charley Buffalo (Ohettoint); Charley Ohettoint Buffalo; Ohettoint (Charley Buffalo); Aut-thaui; Buffalo Forehead; Buffalo Forehead (Ohettoint); Charles Oheltoint; Charley Oheltoint; Charley Ohettoint; High Forehead; Oheltoint|Buffalo|Charley
NA-0400|Buffalo, Delores|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Buffalo,%20Delores%22%20or%20%22Delores%20Buffalo%22&searchscope=1&SORT=A|||||||painter||||Q121070479|||||Buffalo|Delores
NA-1960|Buffalohead, Alexandra|Great Plains|Watsonline|https://library.metmuseum.org/search/X?SEARCH=(%22Alexandra%20Elizabeth-Kay%20Buffalohead%22%20or%20%22Buffalohead%2C%20Alexandra%22)%20or%20(%22alexandra%20buffalohead%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4efd6d72-3c6c-4cd9-ac70-43ab39b4d651|painter; sculptor|1990|||Q120966395||||Alexandra Elizabeth-Kay Buffalohead; Alex Buffalohead|Buffalohead|Alexandra
NA-0478|Buffalohead, Julie|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Buffalohead%2C+Julie%22+or+%22Julie+Buffalohead%22+or+%22Juliet+Buffalohead%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Buffalohead%2C+Julie%22+or+%22Julie+Buffalohead%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Julie_Buffalohead|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5c4831c6-377d-4ac4-ba4f-cd8f15ab1cdf|collagist; draftsperson; mixed-media artist; painter; printmaker|1972|||Q64009671|500487597|http://viaf.org/viaf/46121553|n2002040998|Juliet Buffalohead|Buffalohead|Julie
NA-0897|Bulpitt, Corey|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bulpitt,%20Corey%22%20or%20%22Corey%20Bulpitt%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9d40d38d-e2f4-48a1-af77-8722b016cfdc|carver; carver (wood); jewelry artist; muralist; painter; printmaker; sculptor; totem pole artist|1978|||Q111182251||http://viaf.org/viaf/17154739797952990982|no2019001037||Bulpitt|Corey
NA-0636|Burgess, Nocona|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Burgess%2C%20Nocona%22%20or%20%22Nocona%20Burgess%22)%20or%20(%22Nocona%20Jay%20Burgess%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=db125416-b64b-416c-a641-de9b4b1fc06d|painter; photographer; ceramicist / potter|1969|||Q121344284||http://viaf.org/viaf/58842696|no2006101347|Nocona Jay Burgess|Burgess|Nocona
