Match point|ULAN ID|Library of Congress authority ID|Wikidata ID|Name|Birth date|Death date|Heritage/Ancestry|Watson Indexes|Description|Watsonline|Watsonline URL|Watsonline original|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|Notes
LA-0439|||Q107436373|Maravilla, Guadalupe|||Salvadoran||multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Maravilla%2C%20Guadalupe%22%20or%20%22Guadalupe%20Maravilla%22%20or%20%22Irvin%20Moraz%C3%A1n%22)%20and%20not%20(bas%C3%ADlica)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Maravilla%2C%20Guadalupe%22%20or%20%22Guadalupe%20Maravilla%22%20or%20%22Irvin%20Moraz%C3%A1n%22)%20and%20not%20(bas%C3%ADlica)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Guadalupe_Maravilla|||came to US in 1980s, lives and works in Brooklyn
LA-0440|500372548|n81021495|Q28936754|Marichal, Poli|1956||Puerto Rican||graphic artist;illustrator/cartoonist/comic book artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Marichal%2C+Poli%22%20or%20%22Poli+Marichal%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Marichal, Poli""%20or%20""Poli Marichal""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Poli_Marichal|||active in Los Angeles
LA-0020|500027334|n50040707|Q438248|Marisol|1930|2016|Venezuelan||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Marisol%22%20or%20%22Marisol+Escobar%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Marisol""%20or%20""Marisol Escobar""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Marisol_Escobar|Met Collection|https://www.metmuseum.org/art/collection/search?q=Marisol&searchField=ArtistCulture|born in Paris to Venezuelan parents and grew up in Paris and Caracas, settling in Los Angeles in 1946. Studied in France but returned to the US to live in New York City
LA-0443|500329897|nr94042921|Q7351822|Márquez, Roberto|1959||Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Márquez%2C+Roberto%22%20or%20%22Roberto+Márquez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Márquez, Roberto""%20or%20""Roberto Márquez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Roberto_M%C3%A1rquez_(painter)|||born in Mexico City then moved to Guadalajara. Moved to AZ, then NY
LA-0445|500523393|no2020144351||Marroquin, Nicole|1970||Mexican||collagist;installation artist;mixed-media artist;multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Marroquin%2C+Nicole%22%20or%20%22Nicole+Marroquin%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Marroquin, Nicole""%20or%20""Nicole Marroquin""&searchscope=1&SORT=A"|||||active in Chicago, included in DePual LatinXAmerican
LA-0128|||Q104215683|Martiel, Carlos|1989||Cuban;Afro-Latino/a/x||performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martiel%2C+Carlos%22%20or%20%22Carlos+Martiel%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martiel, Carlos""%20or%20""Carlos Martiel""&searchscope=1&SORT=A"|||||included in LatinX Project's Afro Syncretic, born in Havana, lives and works splitting time between New York and Havana
LA-0634|500329861|nr95043758|Q5379753|Martinez Celaya, Enrique|1964||Cuban||painter;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez+Celaya%2C+Enrique%22%20or%20%22Enrique+Martinez+Celaya%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez Celaya, Enrique""%20or%20""Enrique Martinez Celaya""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Enrique_Martinez_Celaya|Met Collection|https://www.metmuseum.org/art/collection/search?q=Martinez%20Celaya,%20Enrique&searchField=ArtistCulture|born in Cuba, active in California
LA-0669||||Martinez de Pedro, Linda|1946||Chicano/a/x||altar/ofrenda/retablo maker;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez+de+Pedro%2C+Linda%22%20or%20%22Linda+Martinez+de+Pedro%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez de Pedro, Linda""%20or%20""Linda Martinez de Pedro""&searchscope=1&SORT=A"|||||born in Denver, active in New Mexico
LA-0670||||Martinez Dominguez, Carlos Jesus|1976||Puerto Rican;Dominican||multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez+Dominguez%2C+Carlos+Jesus%22%20or%20%22Carlos+Jesus+Martinez+Dominguez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez Dominguez, Carlos Jesus""%20or%20""Carlos Jesus Martinez Dominguez""&searchscope=1&SORT=A"|||||"""NON LATINO/A/X IDENTIFYING DOMINICAN PUERTO RICAN"", active in Washington Heights NY since 1984, aka. FEEGZ, FIGARO, and FIRO173"
LA-0732|500473768||Q106518282|Martinez, Alfredo|1967||Cuban||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Alfredo%22%20or%20%22Alfredo+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Alfredo""%20or%20""Alfredo Martinez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Alfredo_Martinez_(art_patron)|||included in DePual LatinXAmerican, born in Cuba, relocated to the US in 1980
LA-0446|500381193|no97056837|Q5202586|Martínez, César|1944||Chicano/a/x||collagist;painter;photographer;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mart%C3%ADnez%2C+C%C3%A9sar%22+or+%22C%C3%A9sar+Augusto+Mart%C3%ADnez%22+or+%22cesar+martinez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mart%7Bu00ED%7Dnez%2C+C%7Bu00E9%7Dsar%22+or+%22C%7Bu00E9%7Dsar+Augusto+Mart%7Bu00ED%7Dnez%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mart%C3%ADnez%2C+C%C3%A9sar%22+or+%22C%C3%A9sar+Augusto+Mart%C3%ADnez%22+or+%22cesar+martinez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mart%7Bu00ED%7Dnez%2C+C%7Bu00E9%7Dsar%22+or+%22C%7Bu00E9%7Dsar+Augusto+Mart%7Bu00ED%7Dnez%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/C%C3%A9sar_Mart%C3%ADnez_(artist)|||born and active in TX
LA-0316|500116651 |n96029971|Q5217724|Martinez, Daniel Joseph|1957||||conceptual artist;installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Daniel+Joseph%22%20or%20%22Daniel+Joseph+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Daniel Joseph""%20or%20""Daniel Joseph Martinez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Daniel_Joseph_Martinez|||based in LA
LA-0936||no2007157745|Q110140422|Martinez, Eluid Levi|1944||||Santero/a;sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Eluid%20Martinez)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(Eluid%20Martinez)&searchscope=1&SORT=R|||||active in NM
LA-0447|500335434|no2021142927|Q26253018|Martinez, Emanuel|1947||Chicano/a/x||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Emanuel%22%20or%20%22Emanuel+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Emanuel""%20or%20""Emanuel Martinez""&searchscope=1&SORT=A"|||||born in Co
LA-0448||no2018152033||Martinez, Itzel Alejandra|1992||Mexican||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Itzel+Martinez&searchscope=1|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Itzel+Martinez&searchscope=1|||||lives and works in between Brooklyn, NY and El Paso, TX. part of collectiva cosmica
LA-0966||no2007015819|Q6307375|Martinez, Julian (Pocano)|1879|1943|San Ildefonso Pueblo|Index of Indigenous and Native American Artists|ceramicist / potter;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Pocano%22%20or%20%22Julian+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Pocano""%20or%20""Julian Martinez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Julian_Martinez|||vorn in New Mexico and reviver of black-on-black, matte-on-shiny pottery technique
LA-0763||||Martinez, Julio Cesar|||Mexican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Julio+Cesar%22%20or%20%22Julio+Cesar+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Julio Cesar""%20or%20""Julio Cesar Martinez""&searchscope=1&SORT=A"|||||born in Mexico City, lived in US for two years and then moved back full time to SF
LA-0982||||Martinez, Larry|||||designer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Larry%22+or+%22Larry+B.+Martinez%22+NOT+%22human%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martinez%2C+Larry%22+or+%22Larry+B.+Martinez%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Larry%22+or+%22Larry+B.+Martinez%22+NOT+%22human%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martinez%2C+Larry%22+or+%22Larry+B.+Martinez%22%26SORT%3DA|||||
LA-0692||||Martínez, Luisa|||Mexican||book/zine artist;graphic artist;muralist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martínez%2C+Luisa%22%20or%20%22Luisa+Martínez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martínez, Luisa""%20or%20""Luisa Martínez""&searchscope=1&SORT=A"|||||"self identifies as ""a transfronteriza"", we/they/she pronouns, grew up in the trans-border context of Tiujana-San Diego"
LA-0450|||Q110006762|Martinez, Marion C.|||||time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Marion+C.%22+or+%22Marion+C.+Martinez%22+or+%22marion+martinez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martinez%2C+Marion+C.%22+or+%22Marion+C.+Martinez%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Marion+C.%22+or+%22Marion+C.+Martinez%22+or+%22marion+martinez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martinez%2C+Marion+C.%22+or+%22Marion+C.+Martinez%22%26SORT%3DA|||||active in New Mexico, attended the parochial school on the Ohkay Owingeh Pueblo 
LA-0733||||Martínez, Oscar Luis|||Puerto Rican||muralist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Mart%C3%ADnez%2C%20Oscar%20Luis%22%20or%20%22Oscar%20Mart%C3%ADnez%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Mart%C3%ADnez%2C%20Oscar%20Luis%22%20or%20%22Oscar%20Mart%C3%ADnez%22)&searchscope=1&SORT=R|||||working in Illinois
LA-0135|||Q106707441|Martinez, Patrick|1980||||mixed-media artist;painter;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Patrick%22%20or%20%22Patrick+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Patrick""%20or%20""Patrick Martinez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Patrick_Martinez|||Filipino, Mexican, and Native American descent born and raised in LA
LA-0451||||Martinez, Victoria|1987||Mexican||installation artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martinez%2C+Victoria%22%20or%20%22Victoria+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martinez, Victoria""%20or%20""Victoria Martinez""&searchscope=1&SORT=A"|||||
LA-1003|500025326|nr2003030935|Q204093|Martínez, Xavier|1869|1943|Purepecha/Tarascan;Mexican||painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Mart%7Bu00ED%7Dnez%2C%20Xavier%22%20or%20%22Xavier%20Timoteo%20Mart%7Bu00ED%7Dnez%20y%20Orozco%22)%20or%20(%22Xavier%20Mart%7Bu00ED%7Dnez%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Mart%7Bu00ED%7Dnez%2C%20Xavier%22%20or%20%22Xavier%20Timoteo%20Mart%7Bu00ED%7Dnez%20y%20Orozco%22)%20or%20(%22Xavier%20Mart%7Bu00ED%7Dnez%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Xavier_Mart%C3%ADnez|||
LA-0134||no93004400|Q20026725|Martínez-Cañas, María|1960||Cuban||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martínez-Cañas%2C+María%22%20or%20%22María+Martínez-Cañas%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Martínez-Cañas, María""%20or%20""María Martínez-Cañas""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Mar%C3%ADa_Mart%C3%ADnez-Ca%C3%B1as|||born in 1960 in Cuba, but her family moved to Miami when she was three months old, then Puerto Rico around the age of four, now active in
LA-0136|500114728|n78085453|Q4776785|Martorell, Antonio|1939||Puerto Rican||graphic artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martorell%2C+Antonio%22+or+%22Antonio+Martorell%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martorell%2C+Antonio%22+or+%22Antonio+Martorell+Cardona%22+%22antonio+martorell%22%26SORT%3DR|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Martorell%2C+Antonio%22+or+%22Antonio+Martorell%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Martorell%2C+Antonio%22+or+%22Antonio+Martorell+Cardona%22+%22antonio+martorell%22%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Antonio_Martorell|||spends his time between his workshops in Ponce, Hato Rey, and New York City
LA-0074|500057123|n50006533|Q450236|Matta, Roberto|1911|2002|Chilean||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Matta%2C+Roberto%22+or+%22Roberto+Matta%22+or+%22matta%2C+1912-2002%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%28%22Matta%2C+Roberto%22+or+%22Roberto+Matta%22%29+or+d%3A%28matta%2C+1912-2002%29%26SORT%3DR|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Matta%2C+Roberto%22+or+%22Roberto+Matta%22+or+%22matta%2C+1912-2002%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%28%22Matta%2C+Roberto%22+or+%22Roberto+Matta%22%29+or+d%3A%28matta%2C+1912-2002%29%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Roberto_Matta|Met Collection|https://www.metmuseum.org/art/collection/search?q=Matta,%20Roberto&searchField=ArtistCulture|emigrated to the US, 1938-1948
LA-0452|500665974|||Mayol, Humberto|1955||Cuban||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mayol%2C+Humberto%22%20or%20%22Humberto+Mayol%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mayol, Humberto""%20or%20""Humberto Mayol""&searchscope=1&SORT=A"|||||residencies in US
LA-0453||||Mayorga, Yvette|||||installation artist;mixed-media artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mayorga%2C+Yvette%22%20or%20%22Yvette+Mayorga%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mayorga, Yvette""%20or%20""Yvette Mayorga""&searchscope=1&SORT=A"|||||based in Chicago, included in DePual LatinXAmerican
LA-0454|||Q23771875|Medina, Glendalys|||Puerto Rican;Afro-Latino/a/x||conceptual artist;multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Medina%2C+Glendalys%22%20or%20%22Glendalys+Medina%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Medina, Glendalys""%20or%20""Glendalys Medina""&searchscope=1&SORT=A"|||||active in NY
LA-0456|500467525|n85294149||Meléndez Contreras, José|1921|1998|Puerto Rican||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Meléndez+Contreras%2C+José%22%20or%20%22José+Meléndez+Contreras%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Meléndez Contreras, José""%20or%20""José Meléndez Contreras""&searchscope=1&SORT=A"|||||born in Puerto Rico, studied in Cincinatti for 5 years 
LA-0672||no2018081355||Melendez, Groana|1984||Dominican||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Melendez%2C+Groana%22%20or%20%22Groana+Melendez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Melendez, Groana""%20or%20""Groana Melendez""&searchscope=1&SORT=A"|||||raised between NYC and DR, first generation American
LA-0110|||Q107587659|Menchaca, Micahel|1985||Chicano/a/x;Mexican||multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Menchaca%2C+Michael%22%20or%20%22Michael+Menchaca%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Menchaca, Michael""%20or%20""Michael Menchaca""&searchscope=1&SORT=A"|||||"they/them pronouns, identifies as a "" de-indigenized Mexican American born and raised in San Antonio"""
LA-0458||||Mendez, Frank|1937||Puerto Rican||graphic artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendez%2C+Frank%22+or+%22Frank+X.+Mendez%22+or+%22Frank+Mendez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mendez%2C+Frank%22+or+%22Frank+X.+Mendez%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendez%2C+Frank%22+or+%22Frank+X.+Mendez%22+or+%22Frank+Mendez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mendez%2C+Frank%22+or+%22Frank+X.+Mendez%22%26SORT%3DA|||||https://www.mapr.org/en/museum/proa/artist/mendez-frank
LA-0459||no2013040432|Q28858346|Mendez, Harold|1977||Mexican;Colombian||photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendez%2C+Harold%22%20or%20%22Harold+Mendez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mendez, Harold""%20or%20""Harold Mendez""&searchscope=1&SORT=A"|||||included in DePual LatinXAmerican, born in Chicago, active in LA
LA-0119|500664526|n92035761|Q94644224|Méndez-Caratini, Héctor|1949||Puerto Rican||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Méndez-Caratini%2C+Héctor%22%20or%20%22Héctor+Méndez-Caratini%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Méndez-Caratini, Héctor""%20or%20""Héctor Méndez-Caratini""&searchscope=1&SORT=A"|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Méndez-Caratini,%20Héctor&searchField=ArtistCulture|studied in Boston from 1968-70
LA-0317|500052055|n88058979|Q463639|Mendieta, Ana|1948|1985|Cuban||performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendieta%2C+Ana%22%20or%20%22Ana+Mendieta%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mendieta, Ana""%20or%20""Ana Mendieta""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ana_Mendieta|Met Collection|https://www.metmuseum.org/art/collection/search?q=Mendieta,%20Ana&searchField=ArtistCulture|born in Havana, left for US in 1961
LA-0460|500332171|n85079965|Q5699089|Mendoza, Tony|1941||Cuban||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendoza%2C+Tony%22+or+%22Tony+Mendoza%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mendoza%2C+Tony%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mendoza%2C+Tony%22+or+%22Tony+Mendoza%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Mendoza%2C+Tony%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Tony_Mendoza_(photographer)|||born in Havana and moved to Miami with his family in 1960, born in Havana and moved to Miami with his family in 1960, taught at Ohio State University from 1988-2013
LA-0120|500116652|n88621787|Q4739401|Mesa-Bains, Amalia|1943||Chicano/a/x||installation artist;mixed-media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mesa-Bains%2C+Amalia%22%20or%20%22Amalia+Mesa-Bains%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mesa-Bains, Amalia""%20or%20""Amalia Mesa-Bains""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Amalia_Mesa-Bains|||born in Santa Clara CA
LA-0111|||Q19802663|Mesquita, Rosalyn|1935||Mexican||mixed-media artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mesquita%2C+Rosalyn%22%20or%20%22Rosalyn+Mesquita%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mesquita, Rosalyn""%20or%20""Rosalyn Mesquita""&searchscope=1&SORT=A"|||||active in California (SF 1952-1963, LA since 1963)
LA-0464||||Miera, Wilbert|||Chicano/a/x|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Miera%2C+Wilbert%22%20or%20%22Wilbert+Miera%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Miera, Wilbert""%20or%20""Wilbert Miera""&searchscope=1&SORT=A"|||||part of La Cofradia de Artes y Artesanos Hispanos (a Santa Fe collective created by Luis Tapia)
LA-0465|500669530|no2004086923||Millán, Nestor|1960||Puerto Rican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Millán%2C+Nestor%22%20or%20%22Nestor+Millán%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Millán, Nestor""%20or%20""Nestor Millán""&searchscope=1&SORT=A"|||||
LA-0696|||Q43387743|Minaya, Joiri|1990||Dominican;Afro-Latino/a/x||multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Minaya%2C+Joiri%22%20or%20%22Joiri+Minaya%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Minaya, Joiri""%20or%20""Joiri Minaya""&searchscope=1&SORT=A"|||||"included in LatinX Project's Afro Syncretic, self identifies as ""Dominican-United Statesian"", born in NY grew up in DR"
LA-0070|500050198|n90686531|Q6774151|Minujín, Marta|1943||Argentinian;Spanish||conceptual artist;performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Minujín%2C+Marta%22%20or%20%22Marta+Minujín%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Minujín, Marta""%20or%20""Marta Minujín""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Marta_Minuj%C3%ADn|||relocated to NY in 1966 (until 1976)
LA-0697|500523399|||Miranda, Judy|1946||Chicano/a/x||Santero/a;multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Miranda%2C+Judy%22%20or%20%22Judy+Miranda%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Miranda, Judy""%20or%20""Judy Miranda""&searchscope=1&SORT=A"|||||born in LA, based in Long Beach
LA-0734||||Miranda-Beltrán, Ramón|1982||||installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Miranda-Beltrán%2C+Ramón%22%20or%20%22Ramón+Miranda-Beltrán%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Miranda-Beltrán, Ramón""%20or%20""Ramón Miranda-Beltrán""&searchscope=1&SORT=A"|||||included in DePual LatinXAmerican, Lives and works in Chicago, New York and San Juan, Puerto Rico
LA-0466||n95063556||Molina, Genaro|||||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Molina%2C+Genaro%22%20or%20%22Genaro+Molina%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Molina, Genaro""%20or%20""Genaro Molina""&searchscope=1&SORT=A"|||||Staff photographer for LA Times
LA-0467|||Q6499219|Molina, Laura|1957||Mexican||illustrator/cartoonist/comic book artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Molina%2C+Laura%22%20or%20%22Laura+Molina%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Molina, Laura""%20or%20""Laura Molina""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Laura_Molina_(artist)|||grew up in LA
