Match point|ULAN ID|Library of Congress authority ID|Wikidata ID|Name|Birth date|Death date|Heritage/Ancestry|Watson Indexes|Description|Watsonline|Watsonline URL|Watsonline original|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|Notes
LA-0240|500064742|n88272918|Q3817219|Downey, Juan|1940|1993|Chilean||architect;painter;printmaker;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Downey%2C+Juan%22%20or%20%22Juan+Downey%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Downey, Juan""%20or%20""Juan Downey""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Juan_Downey|||active in NY (moving with his family to New York in 1969. Downey was an associate professor of art at the Pratt Institute in New York from 1970 until 1993. He died in New York on June 9, 1993)
LA-0047|500334151||Q21293132|Duardo, Richard|1952|2014|Chicano/a/x||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Duardo%2C+Richard%22%20or%20%22Richard+Duardo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Duardo, Richard""%20or%20""Richard Duardo""&searchscope=1&SORT=A"|||||born in Los Angeles, co-founder of Centro de Arte Público in LA
LA-0241|500117243|n96112218|Q21458981|Duclos, Arturo|1959||Chilean||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Duclos%2C+Arturo%22%20or%20%22Arturo+Duclos%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Duclos, Arturo""%20or%20""Arturo Duclos""&searchscope=1&SORT=A"|||||lived in NY in 1980s, lives and works in chile
LA-0912||||Dumlao, Larry|||Mexican|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dumlao%2C+Larry%22%20or%20%22Larry+Dumlao%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dumlao, Larry""%20or%20""Larry Dumlao""&searchscope=1&SORT=A"|||||
LA-0889||||Duran, Fidencio|1961||||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Duran%2C+Fidencio%22%20or%20%22Fidencio+Duran%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Duran, Fidencio""%20or%20""Fidencio Duran""&searchscope=1&SORT=A"|||||born in TX,
LA-0348||n90689739|Q7322628|Estanislao Zulueta, Ricardo|1962||Cuban||installation artist;performance artist;photographer;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22E.+Zulueta%2C+Ricardo%22%20or%20%22Ricardo+Estanislao+Zulueta%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""E. Zulueta, Ricardo""%20or%20""Ricardo Estanislao Zulueta""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ricardo_Estanislao_Zulueta|||born in Havana, grew up in Miami, lives and works in NY
LA-0083||no2021115684|Q5328882|East Los Streetscapers|1975||Chicano/a/x|||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=east+los+streetscapers&searchscope=1&HISTORY=|https://library.metmuseum.org/search/?searchtype=X&searcharg=east+los+streetscapers&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/East_Los_Streetscapers|||muralist art collective and art studio in East LA
LA-0750||n85248172|Q6300330|Echavarría, Juan Manuel|1947||Colombian||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Juan+Echavarr%C3%ADa%22+or+%22echavarria%2C+juan%22&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=XJuan+Echavarr%7Bu00ED%7Da%26SORT%3DD|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Juan+Echavarr%C3%ADa%22+or+%22echavarria%2C+juan%22&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=XJuan+Echavarr%7Bu00ED%7Da%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Juan_Manuel_Echavarr%C3%ADa|||resides in Bogotá, Colombia and New York City
LA-0914||no2022042379|Q62629950|Edmonds, June|1959||Afro-Latino/a/x||installation artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Edmonds%2C+June%22%20or%20%22June+Edmonds%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Edmonds, June""%20or%20""June Edmonds""&searchscope=1&SORT=A"|||||
LA-0102|500304288|n81042527|Q1061142|El Museo del Barrio|1969|||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Museo+del+Barrio%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22El+Museo+del+Barrio%22+or+%22+%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Museo+del+Barrio%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22El+Museo+del+Barrio%22+or+%22+%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/El_Museo_del_Barrio|||specializes in Latin American and Caribbean art, with an emphasis on works from Puerto Rico and the Puerto Rican community in New York City
LA-0030|500662281|nr99028447||Emmanuel, Cristina|||Puerto Rican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Emmanuel%2C+Cristina%22%20or%20%22Cristina+Emmanuel%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Emmanuel, Cristina""%20or%20""Cristina Emmanuel""&searchscope=1&SORT=A"|||||Afro-Latina
LA-0758||n86070518||En Foco Inc.|1974||||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22En+Foco%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""En Foco Inc.""%20or%20"" ""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/En_Foco|||a Bronx-based photo nonprofit by a group of Nuyorican photographers got together in 1974 and decided to put together an organization to help artists of color from all backgrounds; now a non-profit that supports U.S.-based photographers of African, Asian, Latino, Native American, and Pacific Islander heritage
LA-0682||||Encarnación, Patricia|||Dominican;Afro-Latino/a/x||ceramicist / potter;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Encarnación%2C+Patricia%22%20or%20%22Patricia+Encarnación%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Encarnación, Patricia""%20or%20""Patricia Encarnación""&searchscope=1&SORT=A"|||||included in LatinX Project's Afro Syncretic, active in Brooklyn
LA-0916|500345017|no99077326|Q5363889|Escobar, Elizam|1948|2021|Puerto Rican||draftsperson;painter;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Escobar%2C+Elizam%22%20or%20%22Elizam+Escobar%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Escobar, Elizam""%20or%20""Elizam Escobar""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Elizam_Escobar|||
LA-0655||||Escudero, Florencia|1987||Argentinian||photographer;printmaker;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Escudero%2C+Florencia%22%20or%20%22Florencia+Escudero%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Escudero, Florencia""%20or%20""Florencia Escudero""&searchscope=1&SORT=A"|||||born in Singapore in 1987 and grew up in Mendoza, Argentina. She lives and works in Brooklyn, New York.
LA-0918|500523371|no2017160955|Q113873167|Esparza, Ofelia|1932||Chicano/a/x||altar/ofrenda/retablo maker;installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Esparza%2C+Ofelia%22%20or%20%22Ofelia+Esparza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Esparza, Ofelia""%20or%20""Ofelia Esparza""&searchscope=1&SORT=A"|||||
LA-0656|500372657|no2022032119|Q21284932|Esparza, Rafa|1981||Chicano/a/x;Mexican||multidisciplinary artist;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Esparza%2C+Rafa%22%20or%20%22Rafael+Esparza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Esparza, Rafa""%20or%20""Rafael Esparza""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Rafa_Esparza|||born, lives, and works in los angeles, grew up in Pasadena, son of Mexican immigrants from Durango, queer
LA-0890|500098083|nr2006008410|Q94416080|Espinosa, Susana|1933|2022|Argentinian||ceramicist / potter;draftsperson|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Espinosa%2C+Susana%22%20or%20%22Susana+Espinosa%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Espinosa, Susana""%20or%20""Susana Espinosa""&searchscope=1&SORT=A"|||||active in PR
LA-0836|||Q51337366|Espinoza, Carlota|1943||Chicano/a/x||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Espinoza%2C+Carlota%22%20or%20%22Carlota+D.+Espinoza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Espinoza, Carlota""%20or%20""Carlota D. Espinoza""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Carlota_D._EspinoZa|||active in Denver
LA-0270|500294211|n2001010472|Q60734037|Estrada, Victor|1956||Mexican||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Estrada%2C+Victor%22%20or%20%22Victor+Estrada%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Estrada, Victor""%20or%20""Victor Estrada""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Victor_Estrada_(artist)|||lives and works in LA
LA-0085||no2019105704|Q55955744|Favela, Justin|1986||Guatemalan;Mexican||mixed-media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Favela%2C+Justin%22%20or%20%22Justin+Favela%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Favela, Justin""%20or%20""Justin Favela""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Justin_Favela|||"born and raised in Vegas, ""His works often celebrate his identity as a queer person of color raised in the Southwest United States while challenging Latinidad cultural appropriation"""
LA-0278||no2019122694|Q104127763|Favela, Ricardo|1944|2007|Chicano/a/x|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Favela%2C+Ricardo%22%20or%20%22Ricardo+Favela%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Favela, Ricardo""%20or%20""Ricardo Favela""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ricardo_Favela|||founding member of Royal Chicano Air Force, born in CA
LA-0878|||Q7562574|Fe, Sonya|1952||Mexican||draftsperson;muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fe%2C+Sonya%22%20or%20%22Sonya+Fe%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fe, Sonya""%20or%20""Sonya Fe""&searchscope=1&SORT=A"|||||born to Jewish-American mother and Narragansett and Mexican-American father, raised in LA
LA-0100|500294222|n2022005072|Q19560478|Fernandez, Christina|1965||Mexican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fernandez%2C+Christina%22%20or%20%22Christina+Fernandez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fernandez, Christina""%20or%20""Christina Fernandez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Christina_Fernandez_(photographer)|||lives and works in LA
LA-0281|500336691|no2010110264|Q22086653|Fernández, Rudy|1948||Chicano/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fernández%2C+Rudy%22%20or%20%22Rudy+Fernández%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fernández, Rudy""%20or%20""Rudy Fernández""&searchscope=1&SORT=A"|||||
LA-0920||no2012033569|Q103805472|Fernández, Sandra C.|1964||Ecuadorian||assemblage artist;book/zine artist;installation artist;photographer;printmaker;sculptor;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fernández%2C+Sandra+C.%22%20or%20%22Sandra+C.+Fernández%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fernández, Sandra C.""%20or%20""Sandra C. Fernández""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Sandra_C._Fern%C3%A1ndez|||born in Queens, active in NJ
LA-0117|500274766|n00012185|Q13560765|Fernández, Teresita|1968||Cuban||installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fernández%2C+Teresita%22%20or%20%22Teresita+Fernández%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fernández, Teresita""%20or%20""Teresita Fernández""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Teresita_Fern%C3%A1ndez|||born in Miami, New York based
LA-0660||||Ferreira, Ray|||Dominican;Afro-Latino/a/x||performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ferreira%2C+Ray%22%20or%20%22Ray+Ferreira%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ferreira, Ray""%20or%20""Ray Ferreira""&searchscope=1&SORT=A"|||||"identifies as ""blaqlatina"", active in New York"
LA-0013|500070290|n82156798|Q7282133|Ferrer, Rafael|1933||Puerto Rican||installation artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ferrer%2C+Rafael%22%20or%20%22Rafael+Ferrer%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ferrer, Rafael""%20or%20""Rafael Ferrer""&searchscope=1&SORT=A"|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Ferrer,%20Rafael&searchField=ArtistCulture|born in Puerto Rico, splits time between Puerto Rico and New York, no record of identifying as Nuyorican
LA-0661||no2022075835|Q21550239|Flores, Carolina|1948||Chicano/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flores%2C+Carolina%22%20or%20%22Carolina+Flores%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Flores, Carolina""%20or%20""Carolina Flores""&searchscope=1&SORT=A"|||||born in Fort Stockton, Texas, active in San Antonio 
LA-0271|500017087|n84039932|Q5367403|Flores, Elsa|1955||Chicano/a/x||graffiti/street artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22+or+%22elsa+flores%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22+or+%22elsa+flores%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Elsa_Flores|||Las Vegas based street artist
LA-0662||||Flores, Luz Magdaleno|||Chicano/a/x||photographer;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flores%2C+Luz+Magdaleno%22%20or%20%22Luz+Magdaleno+Flores%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Flores, Luz Magdaleno""%20or%20""Luz Magdaleno Flores""&searchscope=1&SORT=A"|||||born and raised in Oxnard, CA, living in Chicago
LA-0683|500342842|nr97035497|Q2926781|Fonseca, Bruno|1958|1994|Uruguayan||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fonseca%2C+Bruno%22%20or%20%22Bruno+Fonseca%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fonseca, Bruno""%20or%20""Bruno Fonseca""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Bruno_Fonseca|||died of AIDS at age 36, son of the Uruguayan sculptor Gonzalo Fonseca, grew up in the West Village of Manhattan, New York City
LA-0632|500199493|nr97036941|Q2882445|Fonseca, Caio|1959||Uruguayan||graphic artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fonseca%2C+Caio%22%20or%20%22Caio+Fonseca%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fonseca, Caio""%20or%20""Caio Fonseca""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Caio_Fonseca|Met Collection|https://www.metmuseum.org/art/collection/search?q=Fonseca,%20Caio&searchField=ArtistCulture|son of the Uruguayan sculptor Gonzalo Fonseca, grew up in the West Village of Manhattan, New York City
LA-0247|500117187|n89223097|Q546868|Fonseca, Gonzalo|1922|1997|Uruguayan||architect;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fonseca%2C+Gonzalo%22%20or%20%22Gonzalo+Fonseca%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fonseca, Gonzalo""%20or%20""Gonzalo Fonseca""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Gonzalo_Fonseca|||active in NY
LA-0248|500099993|nr99033227||Franceschi, Edgar||1948|Puerto Rican||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Franceschi%2C+Edgar%22%20or%20%22Edgar+Franceschi%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Franceschi, Edgar""%20or%20""Edgar Franceschi""&searchscope=1&SORT=A"|||||born in Puerto Rico, moved to NY in 1969
LA-0249|500116700|no2001062639|Q15429246|Frangella, Luis|1944|1990|Argentinian||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Frangella%2C+Luis%22%20or%20%22Luis+Frangella%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Frangella, Luis""%20or%20""Luis Frangella""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Luis_Frangella|||worked at MIT, active in NY
LA-0304|500030189|n77015365|Q3610506|Frasconi, Antonio|1919|2013|Uruguayan||book/zine artist;illustrator/cartoonist/comic book artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Frasconi%2C+Antonio%22%20or%20%22Antonio+Frasconi%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Frasconi, Antonio""%20or%20""Antonio Frasconi""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Antonio_Frasconi|Met Collection|https://www.metmuseum.org/art/collection/search?q=Frasconi,%20Antonio&searchField=ArtistCulture|born in Argentina active in the US
LA-0921|500125322|n90623141|Q273205|Fraser, Andrea|1965||Puerto Rican||performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fraser%2C+Andrea%22%20or%20%22Andrea+Fraser%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Fraser, Andrea""%20or%20""Andrea Fraser""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Andrea_Fraser|Met Collection|https://www.metmuseum.org/art/collection/search?q=Fraser,%20Andrea&searchField=ArtistCulture|has spoken about not identifying with her Latino heritage much (see sources)
LA-0996|500334524||Q20054810|Fresquís, Pedro Antonio|1749|1831|Spanish;Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fresqu%C3%ADs%2C+Pedro%22+or+%22Pedro+Antonio+Fresqu%C3%ADs%22+or+%22Pedro+Fresqu%C3%ADs%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Fresqu%7Bu00ED%7Ds%2C+Pedro%22+or+%22Pedro+Antonio+Fresqu%7Bu00ED%7Ds%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Fresqu%C3%ADs%2C+Pedro%22+or+%22Pedro+Antonio+Fresqu%C3%ADs%22+or+%22Pedro+Fresqu%C3%ADs%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Fresqu%7Bu00ED%7Ds%2C+Pedro%22+or+%22Pedro+Antonio+Fresqu%7Bu00ED%7Ds%22%26SORT%3DA|||||
