Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
371|Scott, Joyce J.|1948||painter; performance artist; printmaker; sculptor; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Scott%2C+Joyce+J.%22%20or%20%22Joyce+J.+Scott%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Joyce_J._Scott|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=523|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Scott,%20Joyce%20J.&searchField=ArtistCulture|Q16192925|no93009906|212372129|500329399
372|Scott, Lorenzo|1934||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Scott%2C+Lorenzo%22%20or%20%22Lorenzo+Scott%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lorenzo_Scott|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1213|||Q17091457|n93095646|33675522|500336686
373|Scott, William Edouard|1884|1964|illustrator; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Scott%2C+William+Edouard%22+or+%22William+Edouard+Scott%22+or+%22William+E.+Scott%22&searchscope=4&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Scott%2C+William+Edouard%22+or+%22William+Edouard+Scott%22+or+%22William+E.+Scott%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/William_Edouard_Scott|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=387|||Q8008412|nr94015831|40235413|500122069
374|Sebree, Charles|1914|1985|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Sebree%2C+Charles+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Charles_Sebree|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=389|||Q21293112|n85185658|77754753|500490900
375|Self, Tschabalala|1990||collagist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Self%2C+Tschabalala%22%20or%20%22Tschabalala+Self%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tschabalala_Self|||||Q32638964|no2017055377|22149414915989500000|
376|Sepuya, Paul Mpagi|1982||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Sepuya%2C+Paul+Mpagi%22%20or%20%22Paul+Mpagi+Sepuya%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Paul_Sepuya|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11102|||Q16222039|no2011154032|187253171|500463808
377|Shabazz, Jamel|1960||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Shabazz%2C+Jamel%22%20or%20%22Jamel+Shabazz%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jamel_Shabazz|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4801|||Q16204661|n2001005879|79491594|500332928
378|Sheffield, Gerald|1985||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Sheffield%2C+Gerald%22%20or%20%22Gerald+Sheffield%22&searchscope=1|||||||Q118141032|||
379|Shepherd, Rudy|1975||painter; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Shepherd%2C+Rudy%22%20or%20%22Rudy+Shepherd%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4808|||Q104237117|||
380|Sherald, Amy|1973||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Sherald%2C+Amy+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Amy_Sherald|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16471|Met Collection||Q29834919|no2019061266|3855153363091930000000|500450273
381|Siegel, Cal|1987||book/zine artist; installation artist; multimedia artist; photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=cal+siegel&searchscope=1&HISTORY=|||||||Q118141033|||
382|Sills, Thomas|1914|2000|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Sills%2C+Thomas%22%20or%20%22Thomas+Sills%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Thomas_Sills|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=426|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Sills,%20Thomas&searchField=ArtistCulture|Q7793969|no97032874|95884855|500033010
383|Simmons, Danny|1953||painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Simmons%2C%20Danny%22%20or%20%22Danny%20Simmons%22%20not%20devito)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Danny_Simmons|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=232|||Q5220829|nr98019651|264313781|500122246
384|Simmons, Gary|1964||painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Simmons%2C+Gary%22%20or%20%22Gary+Simmons%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gary_Simmons_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=655|||Q5525940|no95059457|26652492|500333324
385|Simmons, Xaviera|1974||installation artist; performance artist; photographer; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Simmons%2C+Xaviera%22%20or%20%22Xaviera+Simmons%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Xaviera_Simmons|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8081|||Q16864497|no2008158302|26892073|500475467
386|Simpson, Lorna|1960||multimedia artist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Simpson%2C+Lorna+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lorna_Simpson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=235|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Simpson,%20Lorna&searchField=ArtistCulture|Q6681389|n92041854|61820399|500088695
387|Simpson, Merton|1928|2013|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Simpson%2C+Merton%22%20or%20%22Merton+Simpson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Merton_Simpson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=434|||Q6820728|nr2006016639|96176457|500070926
388|Simpson, William H.|1818|1872|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Simpson%2C%20William%20H.%22)%20or%20(%22William%20Simpson%22)%20and%20(aaap)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/William_Simpson_(portrait_artist) (1818–1872), portrait painter[1]|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=418|||Q98687103|||
389|Sligh, Clarissa|1939||book/zine artist; mixed-media artist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Sligh%2C+Clarissa%22%20or%20%22Clarissa+Sligh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Clarissa_Sligh|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=329|||Q18347825|no93004398|6962364|500341147
390|Smith, Arvie|1938||painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22smith%2C+arvie%22+or+%22arvie+smith%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=10531|||Q118141034|||
391|Smith, Cauleen|1967||interdisciplinary artist; multimedia artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Smith%2C+Cauleen+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Cauleen_Smith|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=9703|||Q5054501||6381151172706830000000|500490916
392|Smith, Gwen|1968||book/zine artist; painter; photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=a%3A%28%22smith%2C+gwen%22+%29+or+%28%22gwen+smith%22+and+%22onestar%22%29+or+%28gwen+smith+slade%29&searchscope=1|||||||Q118141045|||
393|Smith, Leslie, III|1985||collagist; painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Smith%2C%20Leslie%2C%20III%22%20or%20%22Leslie%20Smith%2C%20III%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Leslie_Smith_III|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=13342|||Q16237019|||
394|Smith, Mary Tillman|1905|1995|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Smith%2C+Mary+Tillman%22+or+%22Mary+Tillman+Smith%22+or+%22mary+t.+smith%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Smith%2C+Mary+Tillman%22+or+%22Mary+Tillman+Smith%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Mary_Tillman_Smith|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=297|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Smith%2C+Mary+T.%22&searchField=ArtistCulture|Q6780050|n89118390|84027738|
395|Smith, Sable Elyse|1986||book/zine artist; interdisciplinary artist; multimedia artist; photographer; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Smith%2C+Sable+Elyse%22%20or%20%22Sable+Elyse+Smith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sable_Elyse_Smith|||||Q29068710||3586152563106110000000|
396|Smith, Shinique|1971||collagist; installation artist; painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Smith%2C+Shinique%22%20or%20%22Shinique+Smith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Shinique_Smith|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4816|||Q21070420||169384811|500451080
397|Smith, Vincent D.|1929|2003|muralist; painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Smith%2C+Vincent+D.%22%20or%20%22Vincent+D.+Smith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Vincent_Dacosta_Smith|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=237|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Smith,%20Vincent%20D.&searchField=ArtistCulture|Q21293102|no98121987|3389073|500121332
398|Smith, William E.|1913|1997|designer; illustrator; printmaker||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Smith%2C%20William%20E.%22%20or%20%22William%20E.%20Smith%22%20%20not%20Kosciusko)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/William_E._Smith_(Artist) (1913–1997), painter and printmaker|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=841|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Smith%2C+William+E.%22&searchField=ArtistCulture|Q65120423||96606442|500125435
399|Snowden, Gilda|1954|2014|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Snowden%2C+Gilda+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gilda_Snowden|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=983|||Q19802398||182391511|500356350
400|Snowden, Sylvia|1942||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Snowden%2C+Sylvia%22%20or%20%22Sylvia+Snowden%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sylvia_Snowden|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=525|||Q13560705|n86134206|53178365|500336646
401|Sorrell, Kwamé|1990||book/zine artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22sorrell%2C+kwame%22+or+%22kwame+sorrell%22&searchscope=1|||||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Sorrell,%20Kwamé&searchField=ArtistCulture|Q118141600|||
402|Spann, Vaughn|1992||painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Spann%2C+Vaughn%22%20or%20%22Vaughn+Spann%22&searchscope=1|||||||Q107694778|||
403|Speller, Georgia|1931|1987|painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22georgia+speller%22+or+%22speller%2C+georgia%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Georgia_Speller|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=869|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Speller,%20Georgia&searchField=ArtistCulture|Q63244855|||500476197
404|Speller, Henry|1903|1997|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Speller%2C+Henry%22%20or%20%22Henry+Speller%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Henry_Speller|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1212|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Speller,%20Henry&searchField=ArtistCulture|Q80057070||81525872|500476196
405|Squire, Mitchell|1958||installation artist; performance artist; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Squire%2C+Mitchell+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mitchell_Squire|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=17851|||Q28542595|no2013001906|295478139|
406|St Hilaire, Kathia|1995||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=kathia+and+hilaire&searchscope=1&HISTORY=|||||||Q118141601|||
407|Stewart, Frank|1949||photographer||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Stewart%2C%20Frank%22%20or%20%22Frank%20Stewart%22%20not%20%22Stewart%2C%20Frank%20H.%22)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2722|||Q28871084|n93043870|20400471|
408|Stout, Renee|1958||assemblage artist; installation artist; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Stout%2C+Renee+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Renee_Stout|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=239|||Q7313016|n92114380|79417192|500196042
409|Strachan, Tavares|1979||conceptual artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=tavares+strachan&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tavares_Strachan|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=17167|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Strachan,%20Tavares&searchField=ArtistCulture|Q7689031|no2011014716|166343754|
410|Streat, Thelma Johnson|1911|1959|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Streat%2C+Thelma+Johnson&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Thelma_Johnson_Streat|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=646|||Q7781077|no2014020632|308181136|500468311
411|Strother, Devin Troy|1986||book/zine artist; installation artist; mixed-media artist; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Strother%2C+Devin+Troy%22%20or%20%22Devin+Troy+Strother%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=15427|||Q22669120|||
412|Syms, Martine|1988||performance artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Syms%2C+Martine+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Martine_Syms|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=19236|||Q19664827|no2011183543|220729094|500451081
413|Tanksley, Ann|1934||illustrator; painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Tanksley%2C+Ann%22%20or%20%22Ann+Tanksley%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ann_Tanksley|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=988|||Q28861359|n2004046213|26454774|500033145
414|Tanner, Henry Ossawa|1859|1937|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Tanner%2C+Henry+Ossawa&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Henry_Ossawa_Tanner|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=240|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Tanner,%20Henry%20Ossawa&searchField=ArtistCulture|Q1374436|n50008686|64813803|500005351
415|Taylor, Henry|1958||painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Taylor%2C%20Henry%22)%20or%20(%22henry%20taylor%22)%20and%20(aaap)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Henry_Taylor_(artist) (born 1958), painter|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=10280|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Taylor%2C+Henry%22&searchField=ArtistCulture|Q18343072|no2009085155|90504914|500333777
416|Thomas, Alma|1891|1978|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Thomas%2C+Alma%22+or+%22Alma+Thomas%22+or+%22Alma+W.+Thomas%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Thomas%2C+Alma%22+or+%22Alma+Thomas%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Alma_Thomas|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=243|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Thomas,%20Alma&searchField=ArtistCulture|Q4733608|n81127623|50087178|500041104
417|Thomas, Barbara Earl|1948||installation artist; painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Thomas%2C+Barbara+Earl%22%20or%20%22Barbara+Earl+Thomas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Barbara_Earl_Thomas|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=244|||Q21196817|n97122948|7633834|
418|Thomas, Hank Willis|1976||conceptual artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Thomas%2C+Hank+Willis&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hank_Willis_Thomas|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=6224|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22willis+thomas%2C+hank%22&searchField=ArtistCulture|Q5648502|no2008149053|81100152|500472154
419|Thomas, Lava|1958||installation artist; painter; photographer; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Thomas%2C+Lava%22%20or%20%22Lava+Thomas%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=10509|||Q104237090||27154074381111700000|
