Wikidata ID|Display Name|Birth|Death|Indexes|Description|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|ULAN ID|VIAF ID|LC ID|Reference for inclusion as LGBTQIA+ artist|Reference for inclusion URL
Q129022514|Harris, Lyle Ashton|1965||Index of Black Artists of North America|installation artist; painter; performance artist; photographer; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Harris%2C+Lyle+Ashton%22%20or%20%22Lyle+Ashton+Harris%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lyle_Ashton_Harris|Met Collection|https://www.metmuseum.org/art/collection/search?q=Harris,%20Lyle%20Ashton&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500329853|https://viaf.org/viaf/68513801|no95027556|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022516|Hartley, Marsden|1877|1943||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Marsden+Hartley%22+or+%22Hartley%2C+Marsden%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Marsden_Hartley|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hartley, Marsden%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500012910|https://viaf.org/viaf/9997024|n79045444|Speaking for vice : homosexuality in the art of Charles Demuth, Marsden Hartley, and the first American avant-garde (book)|https://library.metmuseum.org:443/record=b1157106~S1
Q129022519|Hayden, Hugh|1983||Index of Black Artists of North America|sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hayden%2C+Hugh%22+and+%22Hugh+Hayden%22&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=XHayden%2C+Hugh%26SORT%3DD|||Met Collection|https://www.metmuseum.org/art/collection/search?searchField=ArtistCulture&q=Hayden%2C+Hugh||https://viaf.org/viaf/3767159478257827990004|no2023041675|W Magazine interview|https://www.wmagazine.com/culture/hugh-hayden-artist-ica-interview
Q234961|Head, Edith*|1897|1981||costume designer;fashion/clothing designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Edith Head%22+or+%22Head, Edith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edith_Head|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Head, Edith%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500057861|https://viaf.org/viaf/16135494|n83005621|"""open secret"" but I can't find any reliable sources"|
Q29588800|Hedva, Johanna|1984|||performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Johanna Hedva%22+or+%22Hedva, Johanna%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Johanna_Hedva||||https://viaf.org/viaf/15152986602812670547|no2018082541|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Johanna_Hedva
Q5534660|Hendricks, Geoffrey|1931|2018||draftsperson;performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Geoffrey Hendricks%22+or+%22Hendricks, Geoffrey%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Geoffrey_Hendricks|||http://vocab.getty.edu/page/ulan/500068090|https://viaf.org/viaf/76912516|n86826947|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q55218914|Hepper, Carol|1953|||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Carol Hepper%22+or+%22Hepper, Carol%22&searchscope=1|||Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hepper, Carol%22&searchField=ArtistCulture||https://viaf.org/viaf/283718200|nr97029181|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q5400977|Hernandez, Ester|1944||Index of Latine and Hispanic American Artists|draftsperson;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hernández%2C+Ester%22%20or%20%22Ester+Hernández%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Ester_Hernandez|||http://vocab.getty.edu/page/ulan/500116729|https://viaf.org/viaf/53911585|no2006105051|Lesbian Art in America: A Contemporary History|https://library.metmuseum.org:443/record=b1290072~S1
Q463411|Höch, Hannah|1889|1978||collagist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22H%C3%B6ch%2C+Hannah%22+or+%22Hannah+H%C3%B6ch%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hannah_H%C3%B6ch|Met Collection|https://www.metmuseum.org/art/collection/search?q=Hannah+H%C3%B6ch&sortBy=Relevance&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500014841|https://viaf.org/viaf/112009268|n50034635|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Hannah_H%C3%B6ch
Q129022521|Hockney, David|1937|||collagist;draftsperson;graphic artist;painter;photographer;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hockney%2C+David%22+or+%22David+Hockney%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Hockney%2C+David%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/David_Hockney|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hockney, David%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500017273|https://viaf.org/viaf/103648062|n50034617|Queer Art Movement overview|https://www.theartstory.org/movement/queer-art/
Q11988267|Høeg, Marie|1866|1949||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Marie Høeg%22+or+%22Høeg, Marie%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Marie_H%C3%B8eg||||https://viaf.org/viaf/210427806||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Marie_H%C3%B8eg
Q448214|Hosmer, Harriet|1830|1908||painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Harriet Hosmer%22+or+%22Hosmer, Harriet%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Harriet_Hosmer|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hosmer, Harriet%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500033554|https://viaf.org/viaf/67148995937659751498|n85347718|Wikidata|https://www.wikidata.org/wiki/Q448214
Q3705143|Howe, Delmas|1935|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Delmas Howe%22+or+%22Howe, Delmas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Delmas_Howe|||http://vocab.getty.edu/page/ulan/500335423|https://viaf.org/viaf/34045261|no95056763|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022523|Hujar, Peter|1934|1987||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Peter+Hujar%22+or+%22Hujar%2C+Peter%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Peter_Hujar|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hujar, Peter%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500001826|https://viaf.org/viaf/3274632|nr91014937|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Peter_Hujar
Q41573662|Hutchins, Ed|1948|||book/zine artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ed Hutchins%22+or+%22Hutchins, Ed%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edward_H._Hutchins||||||Artist's website|https://www.artistbooks.com/artist/how-i-got-to-be-a-book-artist/
Q19880824|Huxtable, Juliana|1987||Index of Black Artists of North America|mixed-media artist;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Huxtable%2C+Juliana%22%20or%20%22Juliana+Huxtable%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Juliana_Huxtable||||2563149619444804010001|no2018145597|"We Create Space article ""Exploring Black Queer Identity Through Art"""|https://www.wecreatespace.co/post/exploring-black-queer-identity-through-art
Q129022523|Hyder, Happy L.A.||||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Happy%2FL.A.+Hyder%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022527|Indiana, Robert|1928|2018||costume designer;designer;graphic artist;painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22robert+indiana%22+or+%22Indiana%2C+Robert%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Robert_Indiana|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Indiana, Robert%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500015478|https://viaf.org/viaf/17498463|n50082289|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Robert_Indiana
Q98966311|Isaiah, Texas||||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Texas isaiah%22+or+%22isaiah, Texas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Texas_Isaiah||||https://viaf.org/viaf/2837154688476748380002||"Essence article ""16 LGBTQ Visual Artists to Know"""|https://www.essence.com/culture/16-lgbtq-visual-artists-to-know/#1067788
Q129016851|Johns, Jasper|1930|||graphic artist;painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Johns%2C+Jasper%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jasper_Johns|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Johns, Jasper%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500022247|https://viaf.org/viaf/49252397|n50038923|Queer Art Movement overview|https://www.theartstory.org/movement/queer-art/
Q129022529|Johnson-Ricks, Khari|1994||Index of Black Artists of North America|book/zine artist; painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Johnson-Ricks%2C+Khari%22%20or%20%22Khari+Johnson-Ricks%22&searchscope=1|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Johnson-Ricks,%20Khari&searchField=ArtistCulture||||Artist's website|https://www.madebykhari.com/about
Q462707|Johnston, Frances Benjamin|1864|1952||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Frances Benjamin Johnston%22+or+%22Johnston, Frances Benjamin%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frances_Benjamin_Johnston|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Johnston, Frances Benjamin%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500009325|https://viaf.org/viaf/27219666|n85307501|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q3093047|Jones, G.B.|1965|||draftsperson;filmmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22G.B. Jones%22+or+%22Jones, G.B.%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/G._B._Jones||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022525|Jordan, Jamal||||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jamal Jordan%22+or+%22Jordan, Jamal%22&searchscope=1||||||||Queer Love in Color|https://library.metmuseum.org:443/record=b2024121~S1
Q328137|Julien, Isaac|1960||Index of Black Artists of North America|time-based media artist;installation artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Isaac+Julien%22+or+%22Julien%2C+Isaac%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Isaac_Julien|||http://vocab.getty.edu/page/ulan/500122504|https://viaf.org/viaf/96584785||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Isaac_Julien
Q129022531|Kahlo, Frida|1907|1954||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Frida Kahlo%22+or+%22Kahlo, Frida%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frida_Kahlo|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Kahlo, Frida%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500030701|https://viaf.org/viaf/110981647|n82031966|Wikidata|https://www.wikidata.org/wiki/Q5588
Q105090457|Kalmbach, Ann|1950|||book/zine artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ann+Kalmbach%22+or+%22Kalmbach%2C+Ann%22+or+%22Ann+E.+Kalmbach%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ann_Kalmbach||||https://viaf.org/viaf/15159818787013812899||Artist's wikipedia entry (partner of Tatana Kellner)|https://en.wikipedia.org/wiki/Ann_Kalmbach
Q129022533|Kass, Deborah|1952|||installation artist;painter;photographer;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Deborah Kass%22+or+%22Kass, Deborah%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Deborah_Kass|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Kass, Deborah%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500102480|https://viaf.org/viaf/13171681|no99017436|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q29219293|Kellner, Tana [Tatana]|1950|||book/zine artist;printmaker;photographer;installation artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tana%20Kellner%22%20or%20%22Kellner%2C%20Tana%22)%20or%20(%22Tatana%20Kellner%22%20or%20%22Kellner%2C%20Tatana%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Tatana_Kellner||||https://viaf.org/viaf/10013966|n87145993|Artist's wikipedia entry (partner of Ann Kalmbach)|https://en.wikipedia.org/wiki/Tatana_Kellner
Q129022538|Kelly, Ellsworth|1923|2015||graphic artist;painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ellsworth Kelly%22+or+%22Kelly, Ellsworth%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ellsworth_Kelly|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Kelly, Ellsworth%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500004975|https://viaf.org/viaf/22150762|n79100538|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Ellsworth_Kelly
Q26436775|Kenny, Brian|1982||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Brian Kenny%22+or+%22Kenny, Brian%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Brian_Kenny_(artist)||||https://viaf.org/viaf/161029673|no2010196676|Wikidata|https://www.wikidata.org/wiki/Q26436775
Q117861061|Key, Jarrett|1990||Index of Black Artists of North America|installation artist; painter; performance artist; sculptor; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Key%2C+Jarrett%22%20or%20%22Jarrett+Key%22&searchscope=1||||||||Artist interview, Them|chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://static1.squarespace.com/static/57068a4c2fe13140b89958ea/t/611bd3b16b9eed0abb0e1b41/1629213618014/Hair+Painting+Allows+This+Queer+Performance+Artist+to+Connect+with+Their+Roots+_+them_.pdf
Q28924953|Key, Jon|1990||Index of Black Artists of North America|book/zine artist; designer; painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Key%2C%20Jon%22%20or%20%22Jon%20Key%22%20or%20%22Jonathan%20Key%22)&searchscope=1&SORT=R||||||||Artist interview, Eye on Design|https://eyeondesign.aiga.org/jon-key-explores-what-it-means-to-search-for-identity-as-a-black-queer-designer/
Q124418187|King, Clifford Prince|1993||Index of Black Artists of North America|photographer; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22King,%20Clifford%20Prince%22%20or%20%22Clifford%20Prince%20King%22&searchscope=1&SORT=A||||||||Artist feature, Public Art Fund|https://www.publicartfund.org/exhibitions/view/clifford-prince-king-let-me-know-when-you-get-home/
Q23333613|Klein, Gloria|1936|2021||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gloria Klein%22+or+%22Klein, Gloria%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gloria_Klein|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Klein, Gloria%22&searchField=ArtistCulture||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q434365|Klumpke, Anna|1856|1942||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Anna+Elizabeth+Klumpke%22+or+%22Klumpke%2C+Anna%22+or+%22Anna+Klumpke%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Anna_Elizabeth_Klumpke|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Klumpke, Anna%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500014167|https://viaf.org/viaf/32155476|n97052544|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Anna_Elizabeth_Klumpke
Q5325662|Knollys, Eardley|1902|1991||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Eardley Knollys%22+or+%22Knollys, Eardley%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Eardley_Knollys|||http://vocab.getty.edu/page/ulan/500150258|https://viaf.org/viaf/173125085|no2013081955|Daily Mail history|https://www.dailymail.co.uk/home/books/article-9300911/In-age-gay-illegal-four-literary-men-set-house-Dorset.html
Q925564|"Koh, Terence [""asianpunkboy""]"|1977||Index of Asian American and Pacific Islander Artists|book/zine artist;draftsperson;performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Koh%2C+Terence%22%20or%20%22Terence%20Koh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Terence_Koh|||500122517|3.61491E+19|nr2006020429|Artist interview, Autre|https://autre.love/interviewsmain/2017/2/3/spirit-of-the-beehive-an-interview-of-artist-terence-koh
Q4662159|Krach, Aaron|1972|||book/zine artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Aaron Krach%22+or+%22Krach, Aaron%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Aaron_Krach||||https://viaf.org/viaf/43671720|n2003018900|Included in New York Queer Zine Fair|https://www.nyqzf.com/2023
Q129022527|KT Pe Benito||||installation artist;performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(KT)%20and%20(benito)&searchscope=1&SORT=R||||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q19561113|Kunin, Julia|1961|||sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Julia Kunin%22+or+%22Kunin, Julia%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Julia_Kunin|||http://vocab.getty.edu/page/ulan/500334856|https://viaf.org/viaf/309815470||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q51337512|LaBeija, Kia|1990||Index of Black Artists of North America|multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22LaBeija,%20Kia%22%20or%20%22Kia%20LaBeija%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Kia_LaBeija||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q958916|LaBruce, Bruce|1964|||filmmaker;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Bruce LaBruce%22+or+%22LaBruce, Bruce%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Bruce_LaBruce||||https://viaf.org/viaf/107654688|no98073327|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q6547620|Lakich, Lili|1944|||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lili Lakich%22+or+%22Lakich, Lili%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lili_Lakich|||http://vocab.getty.edu/page/ulan/500076598|https://viaf.org/viaf/96224109|n85065524|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q65030035|Langberg,  Doron|1985|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Doron%20Langberg%22+or+%22Langberg,%C2%A0Doron%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Doron_Langberg|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Langberg,  Doron%22&searchField=ArtistCulture||https://viaf.org/viaf/30146937710413831230||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Doron_Langberg
Q7791711|Lanigan-Schmidt, Thomas|1948|||collagist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Thomas Lanigan-Schmidt%22+or+%22Lanigan-Schmidt, Thomas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Thomas_Lanigan-Schmidt|Met Collection|https://www.metmuseum.org/art/collection/search?q=Lanigan-Schmidt, Thomas&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500083582|https://viaf.org/viaf/96282582||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Thomas_Lanigan-Schmidt
Q5605139|Lankton, Greer|1958|1996||installation artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Greer Lankton%22+or+%22Lankton, Greer%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Greer_Lankton|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Lankton, Greer%22&searchField=ArtistCulture||https://viaf.org/viaf/316876219||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Greer_Lankton
Q43760293|Lapointe, Lyne|1957|||installation artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lyne Lapointe%22+or+%22Lapointe, Lyne%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lyne_Lapointe||||https://viaf.org/viaf/96450413|n97091040|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129016854|Laurencin, Marie|1883|1956||graphic artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Marie+Laurencin%22+or+%22Laurencin%2C+Marie%22&searchscope=4&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Marie+Laurencin%22+or+%22Laurencin%2C+Marie%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Marie_Laurencin|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Laurencin, Marie%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500011424|https://viaf.org/viaf/122131844|n50039791|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129016851|Leerasanthanah, Sunny||||installation artist;performance artist;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Sunny%22+AND+%22Leerasanthanah%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Sunny%22+or+%22Leerasanthanah%2C+Sunny+%22%26SORT%3DD||||||||Artist's website|https://sunnyleeras.com/
Q129022529|LeGault, Gary||||filmmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gary LeGault%22+or+%22LeGault, Gary%22&searchscope=1||||||||Transfigures|https://library.metmuseum.org:443/record=b2026997~S1
Q129022510|"Legoretta, Robert ""Cyclona"""|1952|||performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Robert+Legoretta%22+or+%22Cyclona%22+or+%22Legoretta%2C+Robert%22&searchscope=1||||||||Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q7336943|Lehrer, Riva|1958|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Riva Lehrer%22+or+%22Lehrer, Riva%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Riva_Lehrer||||https://viaf.org/viaf/78957440|no2009022557|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129016858|"Leibowitz, Cary [""Candyass""]"|1963|||collagist;conceptual artist;installation artist;painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(cary%20AND%20leibowitz)%20or%20(candyass)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Cary_Leibowitz|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Cary+Leibowitz%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500126098|https://viaf.org/viaf/96611383|n97857398|Artist's website|https://www.upstatediary.com/cary-leibowitz
Q160252|Leighton, Frederic*|1830|1896||draftsperson;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Frederic Leighton%22+or+%22Leighton, Frederic%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frederic_Leighton|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Leighton, Frederic%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500030022|https://viaf.org/viaf/18031604;https://viaf.org/viaf/5802157643215538590000|n80079496|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q129022535|Lempicka, Tamara de|1989|1980||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tamara de Lempicka%22+or+%22Lempicka, Tamara de%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tamara_de_Lempicka|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Lempicka, Tamara de%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500013547|https://viaf.org/viaf/66489937|n85347169|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022540|Leonard, Zoe|1961|||photographer;printmaker;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Zoe Leonard%22+or+%22Leonard, Zoe%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Zoe_Leonard|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Leonard, Zoe%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500114723|https://viaf.org/viaf/35267964|no96020270|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
