Wikidata ID|Display Name|Birth|Death|Indexes|Description|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|ULAN ID|VIAF ID|LC ID|Reference for inclusion as LGBTQIA+ artist|Reference for inclusion URL
Q19664673|P., Paul|1977|||collagist;draftsperson;graphic artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22P.%2C+Paul%2C+1977-%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Paul_P.||||||Cooper Cole Gallery website bio|https://coopercolegallery.com/artist/paul-p/
Q435791|Parsons, Betty|1900|1982||draftsperson;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Betty Parsons %22+or+%22Parsons, Betty%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Betty_Parsons|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Parsons, Betty%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500026216|https://viaf.org/viaf/22943318|n90680361|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q5442293|Partz, Felix|1945|1994||conceptual artist;graphic artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Felix Partz%22+or+%22Partz, Felix%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Felix_Partz|||http://vocab.getty.edu/page/ulan/500116134|https://viaf.org/viaf/77200932|nb2006004958|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q23304288|Patten, Mary|1951|||draftsperson;performance artist;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Mary Patten%22+or+%22Patten, Mary%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mary_Patten|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Patten, Mary%22&searchField=ArtistCulture||https://viaf.org/viaf/130146094303000332132|no2016042593|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q17306385|Peng, Chi|1981|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Chi Peng%22+or+%22Peng, Chi%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Chi_Peng|||http://vocab.getty.edu/page/ulan/500127922|https://viaf.org/viaf/51475158|no2007102177|Contemporary Queer Chinese Art|https://library.metmuseum.org:443/record=b2188261~S1
Q129016858|Penha, Eusebio|1991|||book/zine artist;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Eusebio Penha%22+or+%22Penha, Eusebio%22&searchscope=1||||||||Artist's website|https://eusebiopenha.com/semblanza/
Q7493130|Pepe, Sheila|1959|||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sheila Pepe%22+or+%22Pepe, Sheila%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sheila_Pepe||||https://viaf.org/viaf/66381859|nr98018265|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q43561722|Perez, Maritza||||installation artist;painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%28%22Maritza+Perez%22+or+%22Perez%2C+Maritza%22%29+and+not+%28%22loida+maritza%22%29&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q98836168|Pham, Hanh Thi|1954||Index of Asian American and Pacific Islander Artists|installation artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Pham%2C+Hanh%20Thi%22%20or%20%22Hanh%20Thi%20Pham%22&searchscope=1|||||http://vocab.getty.edu/page/ulan/500123181|https://viaf.org/viaf/96590568||Lesbian Art in America: A Contemporary History|https://library.metmuseum.org:443/record=b1290072~S1
Q2067124|Pierson, Jack|1960|||draftsperson;installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jack Pierson%22+or+%22Pierson, Jack%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jack_Pierson|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Pierson, Jack%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500116161|https://viaf.org/viaf/818702|n93118110|Art Forum|https://www.artforum.com/events/critics-picks-joseph-akel-on-jack-pierson-512557/
Q6761164|Piñeres, Maria E.|1966|||textile/fiber artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Maria E. Piñeres%22+or+%22Piñeres, Maria E.%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Maria_E._Pi%C3%B1eres|||http://vocab.getty.edu/page/ulan/500126091|https://viaf.org/viaf/96611312||Artist's website|https://www.mariapineres.com/about-ba
Q116287455|Pinhassi, Oren|1985|||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Oren Pinhassi%22+or+%22Pinhassi, Oren%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Oren_Pinhassi||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Oren_Pinhassi
Q55219616|Pinto, Jody|1942|||installation artist;social practice artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jody Pinto%22+or+%22Pinto, Jody%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jody_Pinto||||https://viaf.org/viaf/65456732|n85252665|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q711664|Plunkett, Walter|1902|1982||costume designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Walter Plunkett%22+or+%22Plunkett, Walter%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Walter_Plunkett||||https://viaf.org/viaf/61747723|n85248148|"Huff Post article ""Epic Moments In Fashion That Wouldn't Have Existed Without The LGBTQ Community"""|https://www.huffpost.com/entry/lgbtq-fashion-designers_n_594c0a2fe4b0a3a837be73db
Q16185527|Pollard, Ingrid|1953|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ingrid Pollard%22+or+%22Pollard, Ingrid%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ingrid_Pollard||||https://viaf.org/viaf/2720326|no2004026640|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q23014990|Posener, Jill|1953|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jill Posener%22+or+%22Posener, Jill%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jill_Posener|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Posener, Jill%22&searchField=ArtistCulture||https://viaf.org/viaf/21149940|n85815400|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Jill_Posener
Q2378543|Quaintance, George|1902|1957||draftsperson;painter;photographer;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22George Quaintance%22+or+%22Quaintance, George%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/George_Quaintance|||http://vocab.getty.edu/page/ulan/500404098|https://viaf.org/viaf/5937037|no2011038621|Artist's wikipedia entry|https://en.wikipedia.org/wiki/George_Quaintance
Q129022549|Quinn, Kyle|1987|||photographer;book/zine artist;painter;draftsperson;designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Kyle Quinn%22+or+%22Quinn, Kyle%22&searchscope=1||||||||Raw Meat Collective (publishing house founded by Quinn)|https://rawmeatcollective.com/about
Q11736268|Radziszewski, Karol|1980|||filmmaker;installation artist;painter;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Karol Radziszewski%22+or+%22Radziszewski, Karol%22&searchscope=1||||||https://viaf.org/viaf/103344480|no2011146725|Artist's website|http://www.karolradziszewski.com/
Q1542660|Rankin, Jessica|1971|||textile/fiber artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jessica Rankin%22+or+%22Rankin, Jessica%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jessica_Rankin||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Jessica_Rankin
Q164358|Rauschenberg, Robert|1925|2008|Index of Indigenous and Native American Artists|installation artist; painter; performance artist; photographer; printmaker; sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Rauschenberg,%20Robert%22%20or%20%22Robert%20Rauschenberg%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Robert_Rauschenberg|Met Collection|https://www.metmuseum.org/art/collection/search?q=Rauschenberg, Robert&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500002941|http://viaf.org/viaf/29544362|n79099066|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Robert_Rauschenberg
Q129016846|Ries, Carly||||book/zine artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Carly Ries%22+or+%22Ries, Carly%22&searchscope=1||||||||Artist's website|https://carlyries.com/Information
Q20858465|Robilliard, David|1952|1988||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22David Robilliard%22+or+%22Robilliard, David%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/David_Robilliard|||http://vocab.getty.edu/page/ulan/500166743|https://viaf.org/viaf/9408823|no91016039|"Variety: ""‘American Horror Story’ Star Russell Tovey Talks New Doc About ‘Proudly Queer’ Late Artist David Robilliard"""|https://variety.com/2023/scene/artists/american-horror-story-russell-tovey-david-robilliard-1235804129/
Q1289140|Rolfe, Frederick|1860|1913||painter;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Frederick+Rolfe%22+or+%22Rolfe%2C+Frederick%22+or+%22Baron+Corvo%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Frederick+Rolfe+%28Baron+Corvo%29%22+or+%22Rolfe%2C+Frederick%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Frederick_Rolfe|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Rolfe, Frederick%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500031198|https://viaf.org/viaf/64026547|n80044733|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q106617045|Roman, Gabriel Garcia|1973|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gabriel Garcia Roman%22+or+%22Roman, Gabriel Garcia%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_Rom%C3%A1n||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q16980580|Samaras, Connie||||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Connie Samaras%22+or+%22Samaras, Connie%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Connie_Samaras||||https://viaf.org/viaf/305204548|no2013088674|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q120059769|Sandoval, Teddy |1949|1995|Index of Latine and Hispanic American Artists|ceramicist / potter;painter;performance artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Sandoval%2C+Teddy%22%20or%20%22Teddy+Sandoval%22&searchscope=1&SORT=A|||||http://vocab.getty.edu/page/ulan/500523425|https://viaf.org/viaf/3298160001835830300005||Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q129022540|Santangelo, Giancarlo Montes||||book/zine artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Giancarlo Montes Santangelo%22+or+%22Santangelo, Giancarlo Montes%22&searchscope=1||||||||Queer Art (non-profit)|https://www.queer-art.org/giancarlo-montes-santangelo
Q120059768|Santibañez, Tamara|||Index of Latine and Hispanic American Artists|installation artist;multidisciplinary artist;performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Santibañez%2C+Tamara%22%20or%20%22Tamara+Santibañez%22&searchscope=1&SORT=A|||||http://www.getty.edu/vow/ULANFullDisplay?find=Catalina+Parra&role=&nation=&prev_page=1&subjectid=500061642||no2020022554|Artist's website|https://tamarasantibanez.com/about
Q20011585|Satterwhite, Jacolby|1986||Index of Black Artists of North America|performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Satterwhite%2C+Jacolby%22%20or%20%22Jacolby+Satterwhite%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jacolby_Satterwhite|||http://vocab.getty.edu/page/ulan/500469866|https://viaf.org/viaf/300638747|no2013052600|Met great hall commission 2023 |https://www.metmuseum.org/exhibitions/jacolby-satterwhite
Q123258679|Savdie, Ilana|1986|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ilana Savdie%22+or+%22Savdie, Ilana%22&searchscope=1||||||||W Magazine interview|https://www.wmagazine.com/culture/ilana-savdie-white-cube-studio-interview
Q7561755|Sekula, Sonja|1918|1963||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sonja Sekula%22+or+%22Sekula, Sonja%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sonja_Sekula|||http://vocab.getty.edu/page/ulan/500199046|https://viaf.org/viaf/44473320|n96079795|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q314771|Sendak, Maurice|1928|2012||graphic artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Maurice Sendak%22+or+%22Sendak, Maurice%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Maurice_Sendak|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Sendak, Maurice%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500075376|https://viaf.org/viaf/96213928|n80015694|Wikidata|https://www.wikidata.org/wiki/Q314771
Q16222039|Sepuya, Paul Mpagi|1982||Index of Black Artists of North America|photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Sepuya%2C+Paul+Mpagi%22%20or%20%22Paul+Mpagi+Sepuya%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Paul_Sepuya|||http://vocab.getty.edu/page/ulan/500463808|https://viaf.org/viaf/187253171|no2011154032|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Paul_Sepuya
Q450022|Sharaff, Irene |1910|1993||costume designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Irene  Sharaff%22+or+%22Sharaff, Irene %22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Irene_Sharaff||||https://viaf.org/viaf/26663563|no97001029|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Irene_Sharaff
Q129022493|Shellabarger, Stan|1968|||performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Stan Shellabarger%22+or+%22Shellabarger, Stan%22&searchscope=1||||||||Western Exhibtions (gallery) bio|https://westernexhibitions.com/artist/miller-shellabarger/
Q99337378|Shikeith|1989||Index of Black Artists of North America|photographer; time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Shikeith&searchscope=1||||||||"Artsy article ""Curator’s Choice: Black Queer Artists Embrace Figurative Art on Their Own Terms"""|https://www.artsy.net/article/artsy-editorial-curators-choice-black-queer-artists-embrace-figurative-art-terms
Q29958326|Shimoyama, Devan|1989||Index of Black Artists of North America|painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=devan+shimoyama&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=Xshimoyama%26SORT%3DD||||||https://viaf.org/viaf/5763161634384410850009|no2021030873|We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q5553973|Sigler, Hollis|1948|2001||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Hollis Sigler%22+or+%22Sigler, Hollis%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hollis_Sigler|||http://vocab.getty.edu/page/ulan/500010941|https://viaf.org/viaf/39261174|nr94029259|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q23304460|Silton, Susan|1956||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Susan Silton%22+or+%22Silton, Susan%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Susan_Silton|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Silton, Susan%22&searchField=ArtistCulture||https://viaf.org/viaf/13385414|no2013111635|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129016848|Simpson, Linda||||performance artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Linda Simpson%22+or+%22Simpson, Linda%22&searchscope=1||||||||Artist's website|http://lindasimpson.org/
Q706886|Smith, Jack|1932|1989||filmmaker;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jack+Smith%22+or+%22Smith%2C+Jack%2C+1932-1989%22+and+not+%22Smith%2C+Jack%2C+1928%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jack_Smith_(film_director)|||http://vocab.getty.edu/page/ulan/500350481|https://viaf.org/viaf/191489|n95045265|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Jack_Smith_(film_director)
Q6383947|Smith, Keith|1938|||book/zine artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Keith+Smith%22+or+%22Smith%2C+Keith+A.%22+and+not+%22brian+keith-smith%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Keith+Smith%22+or+%22Smith%2C+Keith+A.%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Keith_A._Smith|||http://vocab.getty.edu/page/ulan/500078091|https://viaf.org/viaf/95328493|n82260518|Philadelphia Museum of Art: Keith Smith at Home press release|https://press.philamuseum.org/museum-presents-first-major-monographic-presentation-of-keith-smiths-work-in-five-decades/
Q129016867|Smith, Mark Addison||||book/zine artist;installation artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Mark Addison Smith%22+or+%22Smith, Mark Addison%22&searchscope=1||||||||Artist's website|https://www.markaddisonsmith.com/about
Q29068710|Smith, Sable Elyse|1986||Index of Black Artists of North America|book/zine artist; photographer; sculptor; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Smith%2C+Sable+Elyse%22%20or%20%22Sable+Elyse+Smith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sable_Elyse_Smith||||3586152563106115560002||"Essence article ""16 LGBTQ Visual Artists to Know"""|https://www.essence.com/culture/16-lgbtq-visual-artists-to-know/#1042436
Q6205466|Snyder, Joan|1940|||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Joan Snyder%22+or+%22Snyder, Joan%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Joan_Snyder|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Snyder, Joan%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500018221|https://viaf.org/viaf/95792826|n85825407|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q732617|Solomon, Simeon|1840|1905||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Simeon Solomon%22+or+%22Solomon, Simeon%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Simeon_Solomon|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Solomon, Simeon%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500004763|https://viaf.org/viaf/38051359|nr88006277|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Simeon_Solomon
Q25688033|Soulellis, Paul|1968|||book/zine artist;graphic artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Paul Soulellis%22+or+%22Soulellis, Paul%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Paul_Soulellis||||https://viaf.org/viaf/311469514|no2014136775|Queer Archive Work|https://queer.archive.work/about/index.html
Q433576|Sprinkle, Annie|1954|||performance artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Annie Sprinkle%22+or+%22Sprinkle, Annie%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Annie_Sprinkle|||http://vocab.getty.edu/page/ulan/500335883|https://viaf.org/viaf/13239631|no95059963|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Annie_Sprinkle
Q1338103|Stebbins, Emma|1815|1882||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Emma Stebbins%22+or+%22Stebbins, Emma%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Emma_Stebbins|||http://vocab.getty.edu/page/ulan/500009710|https://viaf.org/viaf/34368095|nr98004977|NYT Obit|https://www.nytimes.com/2019/05/29/obituaries/emma-stebbins-overlooked.html
Q16193877|Stephens, Elizabeth|1960|||filmmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Elizabeth Stephens%22+or+%22Stephens, Elizabeth%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Elizabeth_Stephens|||http://vocab.getty.edu/page/ulan/500490927|https://viaf.org/viaf/313504280|no2015015007|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q58006168|Stewart, Susan|1952|||draftsperson;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%28%22stewart%2C+susan%2C+1952-%22+or+%22susan+stewart%22%29+and+not+%28%22native%22%29&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%28%22stewart%2C+susan%2C+1952-%22+or+%22susan+stewart%22%29+and+not+%28%22medicine+horse%22+or+%22crow%22%29%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Kiss_and_Tell_collective||||||Kiss and Tell Collective wikipedia entry|https://en.wikipedia.org/wiki/Kiss_and_Tell_collective
Q120384189|Sung, Jia|||Index of Asian American and Pacific Islander Artists|book/zine artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Sung%2C+Jia%22%20or%20%22Jia%20Sung%22&searchscope=1||||||||The Here & There Co (arts nonprofit)|https://thehereandthere.co/artist/jia-sung
Q2483662|Tagame, Gengoroh|1964|||graphic artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gengoroh Tagame%22+or+%22Tagame, Gengoroh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gengoroh_Tagame||||https://viaf.org/viaf/51971189|no2011057386|Wikidata|https://www.wikidata.org/wiki/Q2483662
Q94519537|Tam, Ho|1962||Index of Asian American and Pacific Islander Artists|book/zine artist;installation artist;multidisciplinary artist;painter;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tam%2C+Ho%22+or+%22Ho+Tam%22&searchscope=1|||||500330938|106303831|no2013022338|Artist interview, Canadian Art|https://canadianart.ca/interviews/multiple-views-a-conversation-with-ho-tam/
Q7610658|Tashjian, Stephen (Tabboo!) |1959|||muralist;painter;performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tabboo%22+or+%22Tabboo!%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Stephen_Tashjian||||https://viaf.org/viaf/58376646|n97850540|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Stephen_Tashjian
Q60632653|Tate, Tim|1960|||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tim Tate%22+or+%22Tate, Tim%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tim_Tate||||https://viaf.org/viaf/158146331968018692382||Artist's website|https://www.timtateglass.com/about
Q108710739|Terrell, Darryl DeAngelo|1991|||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Terrell%2C+Darryl%22+or+%22Darryl+Terrell%22+or+%22Darryl+Dangelo+Terrell%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Darryl_DeAngelo_Terrell||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Darryl_DeAngelo_Terrell
Q117336772|Terrill, Joey|1955|||collagist;draftsperson;painter;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Joey Terrill%22+or+%22Terrill, Joey%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Joey_Terrill|||http://vocab.getty.edu/page/ulan/500523429|https://viaf.org/viaf/76146331768318690677|no2016052848|Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q1346819|Thek, Paul|1933|1988||draftsperson;painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Paul Thek%22+or+%22Thek, Paul%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Paul_Thek|||http://vocab.getty.edu/page/ulan/500097373|https://viaf.org/viaf/69732371|n93111246|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Paul_Thek
Q3311753|Thomas, Mickalene|1971||Index of Black Artists of North America|collagist; installation artist; painter; photographer; printmaker; sculptor; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Thomas%2C+Mickalene+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mickalene_Thomas|Met Collection|https://www.metmuseum.org/art/collection/search?q=Thomas,%20Mickalene&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500356217|https://viaf.org/viaf/107195978|no2012136082|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Mickalene_Thomas
Q704012|Tillmans, Wolfgang|1968|||photographer;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Wolfgang Tillmans%22+or+%22Tillmans, Wolfgang%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Wolfgang_Tillmans|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Tillmans, Wolfgang%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500116170|https://viaf.org/viaf/116347751|n95068999|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Wolfgang_Tillmans
